Unnamed: 0,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,Budget,Revenue,Country,Genres,imdb_id,year
767,FALSE,/wfabrzHzfYTdCj3iSCY7OEQbND0.jpg,"[18, 80, 36]",522212,en,Just Mercy,"The powerful true story of Harvard-educated lawyer Bryan Stevenson, who goes to Alabama to defend the disenfranchised and wrongly condemned — including Walter McMillian, a man sentenced to death despite evidence proving his innocence. Bryan fights tirelessly for Walter with the system stacked against them.",15.625,/4YJNp1cquIkX8JxFwkKNEFQ9tgr.jpg,25-12-19,Just Mercy,FALSE,7.9,1828,25000000,50401502,United States of America,Drama,tt4916630,2019
768,FALSE,/3U69wpgw9sszytCBkGt1ijUW2K8.jpg,"[18, 10749]",407445,en,Breathe,"Based on the true story of Robin, a handsome, brilliant and adventurous man whose life takes a dramatic turn when polio leaves him paralyzed.",15.621,/wLu2N0QVfSpk10RJ17HLHyRUmww.jpg,13-10-17,Breathe,FALSE,7.4,651,0,477815,United Kingdom,Drama,tt5716464,2019
769,FALSE,/oOROXoQ402tHgK6NowmMUSLffkW.jpg,"[53, 9648, 18]",452832,en,Serenity,"The quiet life of Baker Dill, a fishing boat captain who lives on the isolated Plymouth Island, where he spends his days obsessed with capturing an elusive tuna while fighting his personal demons, is interrupted when someone from his past comes to him searching for help.",15.607,/hgWAcic93phg4DOuQ8NrsgQWiqu.jpg,24-01-19,Serenity,FALSE,5.4,1354,25000000,14454622,United Kingdom,Thriller,tt6476140,2019
770,FALSE,/rXSDDbT43pcTjppu1qTxs1cOwla.jpg,"[14, 35, 18]",536869,en,Cats,A tribe of cats called the Jellicles must decide yearly which one will ascend to the Heaviside Layer and come back to a new Jellicle life.,15.582,/aCNch5FmzT2WaUcY44925owIZXY.jpg,19-12-19,Cats,FALSE,4.2,809,95000000,73515024,United Kingdom,Fantasy,tt5697572,2019
772,FALSE,/rp6aXM2EWkaUdq6zbSlhUOY2869.jpg,"[80, 10749, 53]",438689,en,Siberia,"Lucas, a diamond trader who travels to Saint Petersburg to arrange a sale, discovers that his Russian business partner has left his hotel and gone to a small Siberian village, so Lucas also heads there to try find him.",15.568,/eGfIsvdrUhTlQOkxQIELU7obDYj.jpg,13-07-18,Siberia,FALSE,4.8,462,2000000,2006704,Germany,Crime,tt6494418,2019
776,FALSE,/lk5hfcUf6oAibrkyshaXtSjBzda.jpg,"[28, 35, 80]",417644,en,CHiPS,The adventures of two California Highway Patrol motorcycle officers as they make their rounds on the freeways of Los Angeles.,15.544,/mIHA8Xf6WmxbS83ia4vQ5ojvxV8.jpg,23-03-17,CHiPS,FALSE,6.1,1103,25000000,26800152,United States of America,Action,tt0493405,2019
777,FALSE,/c4jwzF8rAD3c2YpPlRwrDAxWzT3.jpg,"[14, 10751, 12, 28, 35]",471968,ru,Последний богатырь,"Ivan is an ordinary guy who is transferred from modern Moscow to the fantasy world Belogorye. In this parallel universe where characters of Russian fairy tales live, magic is an integral part of daily life, and arguments are settled with the help of sword . Unexpectedly, Ivan finds himself in the middle of a battle between good and evil, and he must discover why everyone thinks that he must play the main role in upcoming events...",15.534,/ynMOyBo8xrWQiMvMJUhge4hVlse.jpg,19-10-17,The Last Warrior,FALSE,6.9,126,8250000,30060061,Russia,Fantasy,tt6175394,2019
779,FALSE,/zxY1yP9FjJpV7T3hxqBBI5WNydx.jpg,"[18, 10752, 36]",403300,en,A Hidden Life,Austrian farmer Franz Jägerstätter faces the threat of execution for refusing to fight for the Nazis during World War II.,15.513,/rdG4jfH0rxkB2FgkYmjj9V4Q31M.jpg,11-12-19,A Hidden Life,FALSE,7.1,518,9000000,4612788,Germany,Drama,tt5827916,2019
780,FALSE,/5om2iHhm2dgv0s2YgPDSEMIkRNx.jpg,"[35, 14, 10402, 10749]",515195,en,Yesterday,"Jack Malik is a struggling singer-songwriter in an English seaside town whose dreams of fame are rapidly fading, despite the fierce devotion and support of his childhood best friend, Ellie. After a freak bus accident during a mysterious global blackout, Jack wakes up to discover that he's the only person on Earth who can remember The Beatles.",15.512,/1rjaRIAqFPQNnMtqSMLtg0VEABi.jpg,27-06-19,Yesterday,FALSE,6.7,3329,26000000,88092097,United Kingdom,Comedy,tt8079248,2019
781,FALSE,/dR64XOEucCT2nEg47DeEaeMaD9F.jpg,"[80, 18, 9648]",396461,en,Under the Silver Lake,"Young and disenchanted Sam meets a mysterious and beautiful woman who's swimming in his building's pool one night. When she suddenly vanishes the next morning, Sam embarks on a surreal quest across Los Angeles to decode the secret behind her disappearance, leading him into the murkiest depths of mystery, scandal and conspiracy.",15.481,/cJ9aKlEgTLYtpYjNqin06YqJRUl.jpg,21-06-18,Under the Silver Lake,FALSE,6.4,1054,8500000,2053469,United States of America,Crime,tt5691670,2019
