,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,budget ,revenue,Country,Genre
0,FALSE,,10749,485470,ko,ì°©í•œ í˜•ìˆ˜2,"If you give it once, a good brother-in-law who gives everything generously will come!  At the house of her girlfriend Jin-kyung, who lives with pumice stone, her brother and his wife suddenly visit and the four of them live together. At first, Kyung-seok, who was burdened by his girlfriend's brother, began to keep his eyes on his wife, Yeon-su. A bold brother-in-law who walks around in no-bra and panties without hesitation even at his sister-in-law's house. Besides, from a certain moment, he starts to send a hand of temptation to Pyeong-seok first...",1515.469,/3pEs4hmeHvTAsmx09whEaPDOQpq.jpg,43016,Nice Sister-In-Law 2,FALSE,6,2,50000,2000000,Korean,Romance
1,FALSE,/7OxGhxUYAdtuike29VMzEFxJx7y.jpg,35,2907,en,The Addams Family,"When a man claiming to be long-lost Uncle Fester reappears after 25 years lost, the family plans a celebration to wake the dead. But the kids barely have time to warm up the electric chair before Morticia begins to suspect Fester is fraud when he can't recall any of the details of Fester's life.",413.417,/qFf8anju5f2epI0my8RdwwIXFIP.jpg,33564,The Addams Family,FALSE,7,3804,62719.55498,20913.1641,English,Comedy
2,FALSE,/naNXYdBzTEb1KwOdi1RbBkM9Zv1.jpg,27,420634,en,Terrifier,"On Halloween night, a young woman finds herself as the obsession of a sadistic murderer known as Art the Clown.",295.279,/4lwh4MX2yCogHflyAYMRbfdnpnm.jpg,42444,Terrifier,FALSE,6.6,1117,59889.54934,60964.21913,English,Horror
3,FALSE,/qkt1Qn9j6yw9rcJhvSu1p3wuiBm.jpg,10751,8871,en,How the Grinch Stole Christmas,"Inside a snowflake exists the magical land of Whoville. In Whoville, live the Whos, an almost mutated sort of Munchkin-like people. All the Whos love Christmas, yet just outside of their beloved Whoville lives the Grinch. The Grinch is a nasty creature that hates Christmas, and plots to steal it away from the Whos, whom he equally abhors. Yet a small child, Cindy Lou Who, decides to try befriending the Grinch.",289.345,/1WZbbPApEivA421gCOluuzMMKCk.jpg,36845,How the Grinch Stole Christmas,FALSE,6.7,6190,12247.42076,26353.47394,English,Family
4,FALSE,/t3LicFpYHeYpwqm7L5wDpd22hL5.jpg,12,671,en,Harry Potter and the Philosopher's Stone,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizardâ€”with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deathsâ€”and about the villain who's to blame.",223.77,/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg,37211,Harry Potter and the Philosopher's Stone,FALSE,7.9,23632,99721.0869,22197.86243,English,Adventure
5,FALSE,/1stUIsjawROZxjiCMtqqXqgfZWC.jpg,12,672,en,Harry Potter and the Chamber of Secrets,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermioneâ€™s magical abilities and courage.",203.984,/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,37573,Harry Potter and the Chamber of Secrets,FALSE,7.7,18983,29058.07152,8006.561699,English,Adventure
6,FALSE,/urDWNffjwmNi5IQaezw9GwqkUXa.jpg,12,767,en,Harry Potter and the Half-Blood Prince,"As Lord Voldemort tightens his grip on both the Muggle and wizarding worlds, Hogwarts is no longer a safe haven. Harry suspects perils may even lie within the castle, but Dumbledore is more intent upon preparing him for the final battle fast approaching. Together they work to find the key to unlock Voldemorts defenses and to this end, Dumbledore recruits his old friend and colleague Horace Slughorn, whom he believes holds crucial information. Even as the decisive showdown looms, romance blossoms for Harry, Ron, Hermione and their classmates. Love is in the air, but danger lies ahead and Hogwarts may never be the same again.",203.954,/z7uo9zmQdQwU5ZJHFpv2Upl30i1.jpg,40001,Harry Potter and the Half-Blood Prince,FALSE,7.7,16829,30603.45539,10374.93816,English,Adventure
7,FALSE,/5rrGVmRUuCKVbqUu41XIWTXJmNA.jpg,12,674,en,Harry Potter and the Goblet of Fire,"When Harry Potter's name emerges from the Goblet of Fire, he becomes a competitor in a grueling battle for glory among three wizarding schoolsâ€”the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named.",196.642,/fECBtHlr0RB3foNHDiCBXeg9Bv9.jpg,38672,Harry Potter and the Goblet of Fire,FALSE,7.8,17960,28822.20852,25486.95116,English,Adventure
8,FALSE,/obKmfNexgL4ZP5cAmzdL4KbHHYX.jpg,12,673,en,Harry Potter and the Prisoner of Azkaban,"Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all.",180.313,/aWxwnYoe8p2d2fcxOqtvAtJ72Rw.jpg,38138,Harry Potter and the Prisoner of Azkaban,FALSE,8,18664,26074.15291,61802.57051,English,Adventure
9,FALSE,/1n00NlOGRFZVs8coBxyZLm5l4EC.jpg,28,335988,en,Transformers: The Last Knight,"Autobots and Decepticons are at war, with humans on the sidelines. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth.",178.4,/s5HQf2Gb3lIO2cRcFwNL9sn1o1o.jpg,42902,Transformers: The Last Knight,FALSE,6,5236,6989.314435,85315.30489,English,Action
10,FALSE,/n5A7brJCjejceZmHyujwUTVgQNC.jpg,14,12445,en,Harry Potter and the Deathly Hallows: Part 2,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",174.805,/c54HpQmuwXjHq2C9wmoACjxoom3.jpg,40731,Harry Potter and the Deathly Hallows: Part 2,FALSE,8.1,17963,5225.195315,72150.04901,English,Fantasy
11,FALSE,/askg3SMvhqEl4OL52YuvdtY40Yb.jpg,10751,354912,en,Coco,"Despite his familyâ€™s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",166.068,/gGEsBPAijhVUFoiNpgZXqRVWJt2.jpg,43035,Coco,FALSE,8.2,16554,61981.58293,65068.66708,English,Family
12,FALSE,/sO2VWeJ8qagNtYoznyLRL8TeSkw.jpg,12,675,en,Harry Potter and the Order of the Phoenix,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students to defend themselves against the dark arts.",159.147,/5aOyriWkPec0zUDxmHFP9qMmBaj.jpg,39261,Harry Potter and the Order of the Phoenix,FALSE,7.7,16993,48669.99338,44195.40143,English,Adventure
13,FALSE,/rshlQ6LfPRSWFhpGL4s5ZkIPR51.jpg,18,324786,en,Hacksaw Ridge,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.",156.813,/jhWbYeUNOA5zAb6ufK6pXQFXqTX.jpg,42650,Hacksaw Ridge,FALSE,8.2,11663,33733.89941,31836.73438,English,Drama
14,FALSE,/vcrgU0KaNj5mKUCIQSUdiQwTE9y.jpg,12,12444,en,Harry Potter and the Deathly Hallows: Part 1,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",156.742,/iGoXIpQb7Pot00EEdwpwPajheZ5.jpg,40457,Harry Potter and the Deathly Hallows: Part 1,FALSE,7.8,16649,81414.46712,62332.04011,English,Adventure
15,FALSE,/rAiYTfKGqDCRIIqo664sY9XZIvQ.jpg,12,157336,en,Interstellar,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,129.328,/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg,41948,Interstellar,FALSE,8.4,29891,89583.08132,19486.81677,English,Adventure
16,FALSE,/aJn9XeesqsrSLKcHfHP4u5985hn.jpg,12,283995,en,Guardians of the Galaxy Vol. 2,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,126.15,/y4MBh0EjBlMuOzv9axM4qJlmhzz.jpg,42844,Guardians of the Galaxy Vol. 2,FALSE,7.6,18981,37532.29059,76107.20975,English,Adventure
17,FALSE,/vHJlbhsXrZ5yrO2KqCbGSIU6fRX.jpg,28,198663,en,The Maze Runner,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow â€œrunnersâ€ for a shot at escape.",124.144,/ode14q7WtDugFDp78fo9lCsmay9.jpg,41892,The Maze Runner,FALSE,7.2,15104,38682.81364,54954.44821,English,Action
18,FALSE,/r17jFHAemzcWPPtoO0UxjIX0xas.jpg,28,324552,en,John Wick: Chapter 2,"John Wick is forced out of retirement by a former associate looking to seize control of a shadowy international assassinsâ€™ guild. Bound by a blood oath to aid him, Wick travels to Rome and does battle against some of the worldâ€™s most dangerous killers.",123.639,/kL99FVq572hNPfMyfQCT7tGFNeQ.jpg,42774,John Wick: Chapter 2,FALSE,7.3,10671,4263.178005,732.2055495,English,Action
19,FALSE,/3WjbxaqYB4vAbdUfdr5vbglD2JZ.jpg,18,597,en,Titanic,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancÃ©. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its deathâ€”on its first and last voyageâ€”on April 15, 1912.",118.126,/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg,35752,Titanic,FALSE,7.9,21851,98834.31633,40630.08518,English,Drama
20,FALSE,/nVodCGKYLpqNC8YwQAbivKlWCgZ.jpg,28,293167,en,Kong: Skull Island,"Explore the mysterious and dangerous home of the king of the apes as a team of explorers ventures deep inside the treacherous, primordial island.",61.745,/r2517Vz9EhDhj88qwbDVj8DCRZN.jpg,42802,Kong: Skull Island,FALSE,6.5,9220,71085.29407,50246.21237,English,Action
21,FALSE,/mSxcV9hHUwtjLWBRQRO8qtGE0C0.jpg,16,300375,en,Borley Rectory,"An animated documentary chronicling famed paranormal investigator Harry Priceâ€™s research at Borley Rectory, renowned as the â€˜most haunted house in Englandâ€™.",2.479,/486FoDLYeLF3WiTHxTlcnn3VGQv.jpg,42892,Borley Rectory,FALSE,5.3,9,31725.08841,60748.75333,English,Animation
22,FALSE,/bCgWh5ZG9ZrFlxcCLty6w4JMQwX.jpg,18,291188,en,Austin Found,A woman who is fed up with her mundane lifestyle hatches a scheme to make her family instant celebrities by having her ex-boyfriend kidnap her 11-year-old daughter for a month.,3.228,/mQrwpYJ7qsAb0rjIoD117aaJPfI.jpg,42923,Austin Found,FALSE,6.5,11,86923.71843,72568.89915,English,Drama
23,FALSE,/76rh9uQWW0LmdCGe8kMwDbSbLB9.jpg,28,291276,en,Unlocked,"After failing to apprehend the terrorist behind a Paris attack that claimed dozens of lives, CIA agent Alice Racine is forced to live in London as a caseworker. Her mentor unexpectedly calls her back into action when the CIA discovers that another attack is imminent. Alice soon learns that the classified information she's uncovered has been compromised...",18.343,/fBDLdEraxCBKGmOPb6pJPYiDQh1.jpg,42852,Unlocked,FALSE,6.2,926,74635.52221,24944.46654,English,Action
24,FALSE,/qbTelIYzMR5DzZqcoHEAnFtBqvL.jpg,27,297160,en,XX,This all-female horror anthology features four dark tales from four fiercely talented women.,10.871,/drcIFTEIBnWI4G3OQt6rXOI8hf4.jpg,42783,XX,FALSE,4.9,364,89762.53982,57926.41676,English,Horror
25,FALSE,,10770,297172,en,Downsized,"Ebony and Michael were forced into a modern ""shotgun"" wedding after becoming teenage parents, putting their personal goals on hold in order to support their family. Amazingly, the two high school sweethearts managed to overcome the odds and establish a seemingly ideal life for themselves. However, the success that initially was meant to strengthen their family has become the very thing that is driving them apart. As a result, Michael desperately tries to hold onto everything he's worked his entire life to gain. This leads the family on an unconventional adventure to restore the faith, hope, and trust that initially brought them together.",1.4,/hbPapwuov22I5NrhOVHk4bbMAYI.jpg,42904,Downsized,FALSE,0,0,98536.53504,57866.92835,English,TV Movie
26,FALSE,/AaABt75ZzfMGrscUR2seabz4PEX.jpg,28,297762,en,Wonder Woman,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,70.038,/lTAmu88GzRysbbA85ib2KB1jLGg.jpg,42885,Wonder Woman,FALSE,7.2,18163,32060.8799,73958.96099,English,Action
27,FALSE,/pSvctlyfb7Rfd3Z08KRlPijQQPV.jpg,18,308149,en,The Beautiful Ones,A retelling of Romeo and Juliet set within the Los Angeles underworld.,3.571,/kjy1obH5Oy1IsjTViYVJDQufeZP.jpg,42930,The Beautiful Ones,FALSE,6.9,6,73911.79038,50937.65542,English,Drama
28,FALSE,/3uQh2dqjr0aNQg6dAKtdubJCkOZ.jpg,35,306943,en,The Outcasts,"After falling victim to a humiliating prank by the high school Queen Bee, best friends and world-class geeks, Mindy and Jodi, decide to get their revenge by uniting the outcasts of the school against her and her circle of friends.",10.688,/44jotbmLRwHSIcd4wVAYCVmli8D.jpg,42839,The Outcasts,FALSE,6.2,465,75790.2683,9144.211544,English,Comedy
29,FALSE,/6nadkwB1izwEQ0uXrsRDV4iEz3H.jpg,35,298037,en,McDick,When the world's worst cop is fired he becomes the world's worst private detective. For reasons unknown he finds himself the target of every criminal in town. He must overcome his incompetence and several character defects to solve the case and save his life.,2.11,/lMc80nvQPsggiyzq3c7tOEuECf5.jpg,43015,McDick,FALSE,8,5,71389.87127,46985.33519,English,Comedy
30,FALSE,,80,301526,en,Godzone,"Two friends try to re-unite by going on a road-trip to the forests and mountains. Their attempt to reconcile does not go easy due to the secrets they hold, and a shocking revelation ends their journey.",0.629,/eQO3RJFyaDW5WbKyzeupBshbXs1.jpg,43077,Godzone,FALSE,0,1,7576.303454,71400.48642,English,Crime
31,FALSE,/eQ3lE3R8VoYZ0XRqQWwuyMBkDEn.jpg,28,302150,en,The Hunter's Prayer,An assassin forges an unlikely partnership with one of his targets: a woman seeking revenge for the murder of her family.,18.298,/d5MEdS2Q1HpZyqaRZ54VrzHfq4G.jpg,42894,The Hunter's Prayer,FALSE,5.7,326,53332.24507,44272.42816,English,Action
32,FALSE,/mV3oFo6KrZHkP9ofNXPBquJnLiz.jpg,35,336890,en,Goon: Last of the Enforcers,"During a pro lockout, Doug ""The Thug"" Glatt is injured and must choose whether to defend his team against a dangerous new enemy, or be there for his wife as she prepares to give birth to his daughter.",13.251,/emio9KDrLXqqX4wXa4YTacBQXG.jpg,42811,Goon: Last of the Enforcers,FALSE,5.7,259,24557.67551,22542.81414,English,Comedy
33,FALSE,,27,335003,en,A Room to Die For,When a broke young couple rent a room in an elderly couples London house it becomes apparent no one is what they really seem.,2.789,/7MSPDL6HbbTcQ7hf7zC5f51zvG6.jpg,42751,A Room to Die For,FALSE,4.5,4,32888.06154,70504.24277,English,Horror
34,FALSE,/vWiyaREHB3BmqxdCt4KcuW4FueS.jpg,36,345317,en,Final Portrait,"Paris, 1964. The Swiss sculptor and painter Alberto Giacometti, one of the most accomplished and respected artists of his generation, asks his friend, the American writer James Lord, to sit for a portrait, assuring him that it will take no longer than two or three hours, an afternoon at the most.",8.393,/qkzgkapX0cUEdWSJXnqvAZolRzU.jpg,42950,Final Portrait,FALSE,6.1,144,86070.10488,6214.947918,English,History
35,FALSE,,10751,284268,en,Lundon's Bridge and the Three Keys,"Ancient sea-magic turns a dolphin into a human, an evil spell changes a teenage boy into a dragonfly, and a once good and loving jellyfish queen becomes an evil fairy godmother.",0.6,/6iYtOnB1DFZlb9AhEbbrJz4T0w2.jpg,42856,Lundon's Bridge and the Three Keys,FALSE,0,0,17404.33037,874.0562067,English,Family
36,FALSE,,,346563,en,God's Speed,"God's Speed is the thrilling, emotional and sometime tragic journey of a young man's upbringing into the realm of understanding and ultimately, redemption.",0.634,/yzLfZZxTohFQ2p4382Fmn58gsYi.jpg,42736,God's Speed,FALSE,0,0,90524.91933,99499.76411,English,
37,FALSE,/zbdBYpte1Crlfjs8jPVzplOQBpN.jpg,12,346648,en,Paddington 2,"Paddington, now happily settled with the Browns, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy, but it is stolen.",37.668,/1OJ9vkD5xPt3skC6KguyXAgagRZ.jpg,43048,Paddington 2,FALSE,7.5,1854,67992.95935,60648.72009,English,Adventure
38,FALSE,/849SAhtqCXE1SVknRu8YSmrFKO.jpg,35,346650,en,Girlfriend's Day,"When he's caught up in a deadly conspiracy, an unemployed greeting card writer must create the perfect card for a new holiday to save his skin.",8.449,/dC86zUwQXuYS84sNIL5GyjRmD1h.jpg,42759,Girlfriend's Day,FALSE,4.9,120,21494.56442,76114.58845,English,Comedy
39,FALSE,/xz9M8ex2jh7y9aT8Fr8JkIhrWXh.jpg,27,289708,en,Cute Little Buggers,From the Director of 'DEADTIME' and 'Crying Wolf' comes Cute Little Buggers! Will you let them take our women? It's Gremlins meets Hot Fuzz set in the English countryside. When hostile aliens crash land on local farmland the villagers at the summer ball get suspicious when young women start going missing. The villagers soon band together around our hero Melchoir to fend off the invaders and bring back peace to the sleepy English countryside! B-movie laughs in this creature feature from Director Tony Jopia.,4.872,/A7cP05erl3WAzJPbVq6FsQcaVKI.jpg,42776,Cute Little Buggers,FALSE,5.3,10,78277.98994,5449.121151,English,Horror
40,FALSE,/tTlAA0REGPXSZPBfWyTW9ipIv1I.jpg,28,315635,en,Spider-Man: Homecoming,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",108.271,/c24sv2weTHPsmDa7jEMN0m2P3RT.jpg,42921,Spider-Man: Homecoming,FALSE,7.4,19333,72761.62907,62202.96125,English,Action
41,FALSE,/zYMw1NQ7WmleHgmRpnY74TVcHob.jpg,99,375859,en,Viva Amiga,"In 1985, a powerful new kind of computer was born. It was 10 years ahead of its time, and ready to take on Microsoft, IBM and Apple for control of the PC market. The Amiga computer revolutionized video, multimedia and digital art, with Andy Warhol being a big advocate. It was also known for being a fantastic video games machine. Despite the computer's manufacturer going bankrupt in early 1990's, the Amiga has a huge cult following worldwide to this day. This film documents the rise and fall of the Amiga in the marketplace, and gives an inside look at the passionate and eccentric community that surrounds it.",2.07,/fQIbpzLSKXiZLtbN1OHCCeNEX04.jpg,42742,Viva Amiga,FALSE,5.8,10,69784.88243,1539.476781,English,Documentary
42,FALSE,/8R7vPiYAS6s9Vwg4JBCIUHLkNPA.jpg,99,375860,en,The Surrounding Game,"Born from the simplest rules, the ancient game of Go is the most complex and elegant game ever discovered. For thousands of years, masters and disciples have passed the game down as a window to the human mind. Now, for the first time, a group of Americans enter the ring, in search of a prodigy who will change the game forever.",2.586,/qKOp85iDsUOzNMZunFF0JnK0RGW.jpg,42828,The Surrounding Game,FALSE,7.6,10,39927.48917,52568.92978,English,Documentary
43,FALSE,/aGHFLa2LRwc3AIDHWtprb97LIWS.jpg,99,375861,en,The Power of Glove,"â€œThe Power of Gloveâ€ is a documentary that chronicles the history & legacy of the notoriously â€œbadâ€ Power Glove, a 1989 Nintendo controller that promised to forever change the way humans interact with technology.  Originally released by Mattel, the Power Glove was the first mass-marketed gesture-based video game controller.  It was designed by an eclectic team of hard-working and bright-eyed dreamers, and its marketing hype was immense.  Immediately after its release, however, gamers were disappointed by the Power Glove, and critics panned it as a worthless gimmick.  Yet unlike many gimmicks and critical failures of the past, the Power Glove has not been simply swept under the rug.  Nearly three decades after its release, the Power Glove continues to resonate with video gaming and technology fans, becoming the focus of art pieces, songs, videos, hacking projects, and other forms of cultural repurposing.  â€œThe Power of Gloveâ€ tells the story of how and why the Power Glove lives on.",1.87,/1ahPDJNAABjmkJx68fVYi4CmDLQ.jpg,43021,The Power of Glove,FALSE,6.2,5,86253.20033,11920.69737,English,Documentary
44,FALSE,,18,386823,en,Man Underground,A reclusive conspiracy theorist enlists people from his small town to help him make a low-budget movie about his experience encountering aliens while working as a geologist for the US government.,1.563,/3iMqQrmSoUTL0Q91yBv6KdHQ0aQ.jpg,42930,Man Underground,FALSE,5,2,22640.25571,72771.6211,English,Drama
45,FALSE,,10402,386128,en,Hired Gun,"A documentary film about session and touring musicians that are hired by well-established and famous bands and artists. These people may not be household names, but are still top-notch performers!",4.395,/5LukG0AHKZrzAJBjKeSmfsvRE7n.jpg,42915,Hired Gun,FALSE,7,30,35473.48899,32370.92635,English,Music
46,FALSE,,18,386170,es,La caja vacÃ­a,"JazmÃ­n, a young woman living in Mexico City, is nonplussed when she receives a call informing her that her father Toussaint, an illegal Haitian immigrant, is ill. She hasn't seen him in years, and does not know why they are calling her. When she finally gets to the hospital and discovers that her father is suffering from vascular dementia, she finds herself faced with the task of caring for a man who is more a stranger than a father to her.",0.908,/703LXq0t5ZhnIL00yyQlxpWPKwT.jpg,42823,The Empty Box,FALSE,5,2,76191.44958,29449.713,"Spanish, Castilian",Drama
47,FALSE,/q5uZqd324Tug2xWxL72j18ZzK2Z.jpg,35,315064,en,Animal Crackers,A family must use a magical box of Animal Crackers to save a rundown circus from being taken over by their evil uncle Horatio P. Huntington.,18.352,/dxFqZiO5MqqVoFZuWOjTdjmDh6d.jpg,42909,Animal Crackers,FALSE,6.3,156,89224.71102,80444.16474,English,Comedy
48,FALSE,/c9Ac7zQzcaDJYO0Zdnw160yJEUk.jpg,18,377682,hr,DruÅ¾ba Isusova,"It is the mid 17th century. The Jesuits spread their influence in Central Europe. Maria, a young Countess lives in the castle. Father Had is a honest and ardent servant of the Society of Jesus. He is dedicated to his life's mission, and as such he is an ideal tool in the hands of his superiors, who have their own plans. Had becomes Maria's confessor. Her woman's charm, intelligence and energy, as well as her beauty, are a constant temptation to him. Jesuits are making pressure on Had to finally realize their plans. Will the Jesuits, at last, achieve their goals and take the castle?",0.706,/ygccYFmWnZ7omi0ibpFg325NpfJ.jpg,42994,The Society of Jesus,FALSE,5,3,62913.64527,5960.090478,Croatian,Drama
49,FALSE,/zeAheyAMN43NAbVEdnsIGdNUyIB.jpg,18,377691,da,Mesteren,"Simon is the king of the Danish art scene - eccentric, successful, wealthy, with a beautiful wife and a young mistress. Life is beautiful, until the day his unknown son Casper turns up and attracts all the attention. It turns out that Casper is the world-famous graffiti artist â€œThe Ghostâ€. This is a provocation and a challenge to Simon, and the relationship between father and son is put to a serious test. However, against all odds he two slowly grow closer to each other, but the question is whether blood ties are enough? Because after all Simon has no plans of being a father, and Casper has other plans with his father than simply getting to know himâ€¦",1.927,/nFaSIdhYsGARHeIO6Pfn3BRVSXb.jpg,42972,The Man,FALSE,5.5,10,96013.70889,22330.26916,Danish,Drama
50,FALSE,/yQebZy82e1JYoJfrlG41L5SvD53.jpg,35,317943,es,Yo no soy guerrillero,"Mexico 1968: students are the public enemy. Mitch, a wealthy student of Monterrey, hijacks a plane to retrieve Beatrice, who has been kidnapped by the secret police six months ago. Armed with a gun, which he doesn't know how to use, and helped by his two friends as allies, Mitch will face the most bloodthirsty General and force him to release the love of his life.",1.028,/9i8rtWQ4iVXgmGO7BlcNDIT4fPY.jpg,42853,I'm Not A Rebel,FALSE,5.6,6,98386.90018,45460.44544,"Spanish, Castilian",Comedy
51,FALSE,/ru7qzfUG46YtJz0AHhIqDpjxyNz.jpg,35,404209,en,Bittersweet Days,"When Julia's boyfriend has to leave Barcelona and move temporarily to London for work, she is forced to share a flat with an outgoing Dutch photographer. Their living together will make both of them rethink the way they face life.",0.6,/f7uxwPSUYtJzTEgaFiEyHW7HYAp.jpg,42888,Bittersweet Days,FALSE,4.5,2,83032.12237,48268.35241,English,Comedy
52,FALSE,,35,328941,en,Damsel,"Eight-year-old Cal desperately craves attention from her childish father, and is prone to running away. John is a lonely widower whose life is filled with fear. When they meet one weekend in the shining woods of New England, their lives change forever.",0.629,/unzonm7hBAtm2iGxyC7cyRAG9TR.jpg,42976,Damsel,FALSE,10,1,8126.081334,91095.25609,English,Comedy
53,FALSE,,,328680,pt,O Profeta das Ãguas,,0.6,/hnBq9IHn1DPF8QY6iNLieLLhlLe.jpg,42995,O Profeta das Ãguas,FALSE,0,0,94588.62019,41685.08947,Portuguese,
54,FALSE,/AM0ZMglFUJknBXBUiPgEVEe0iQ.jpg,18,393172,en,Bottom of the World,"On their road trip through the southwestern desert, Alex and his girlfriend Scarlett arrive in a town in the middle of nowhere and take a room in a mysterious hotel so that Scarlett, who is feeling increasingly ill, can get some rest.",8.034,/wUgO5MVsdFIqwvuako55rnfoM1Y.jpg,42825,Bottom of the World,FALSE,5.2,104,30899.88573,84175.93452,English,Drama
55,FALSE,/a9rrxuDLRLcZike7MhYG67gtcVN.jpg,53,393894,en,Fool Me Once,A juvenile plan to obtain more candy on Halloween backfires on two trick-or-treaters as they venture out past curfew despite reports of a ritualistic style murderer being on the lose.,0.725,/2ZybdvRgevrghS7GsxzhTlZfkW8.jpg,43035,Fool Me Once,FALSE,7.3,3,98773.02362,84836.45044,English,Thriller
56,FALSE,,,329268,en,Booye Khoshe Eshgh,Directed by Hooshang Tozie.,0.6,,42737,Sweet Smell of Love,FALSE,0,0,15690.13461,40253.27276,English,
57,FALSE,/6nKDd1jhOogNO6Sdg7Ty8WoZSD5.jpg,18,403586,en,Te Ata,"The extraordinary life of Chickasaw Nation citizen Mary Thompson Fisher is given a heartfelt tribute in this moving look at a culture in transition, and the way one woman used her voice to keep Native traditions and stories alive. Raised in Indian Territory, Fisher left home to pursue her dream of becoming an actress, only to find that her true calling was at home all along. From Chautauquas to Broadway and even the White House, Fisher traveled the world performing Native American songs and stories for heads of state, American presidents, and European royalty. Featuring Chickasaw citizens both in front of and be-hind the camera, this touching portrait starring Qâ€™orianka Kilcher (â€œThe New Worldâ€) and Graham Greene honors a woman whose own story was the most inspiring one she never told. -TCFF database",5.997,/b91C9YNC2GUv4VCPI4zBiKVkTZK.jpg,43021,Te Ata,FALSE,7.3,28,96695.82009,46800.49421,English,Drama
58,FALSE,,10402,392586,en,The Golden Age,A musical rockumentary about subversive pop star Maya O'Malley and his journey towards spiritual redemption following his being dropped from Aspect Records in the Fall of 2012.,0.928,/miCUeKwX2DfIzAuaX2n96KMEpyp.jpg,42744,The Golden Age,FALSE,0,0,24483.13265,84856.69433,English,Music
59,FALSE,/3my3uVPwalj38jKQdGCnmgGPony.jpg,18,402428,es,Sol de medianoche,"Manolo is a private detective who specializes in adultery cases. Commissioned by one of the victims, he takes photos and videos of adulterous couples in fraganti. He often attempts double-schemes, however, by sending the evidence to the other victim, in an attempt to exploit and benefit from both parts.",2.242,/dAgmz28m1Q5kYHexD6BJEmoZenO.jpg,42737,Sol de medianoche,FALSE,6.6,6,76191.73748,26671.47863,"Spanish, Castilian",Drama
