Unnamed: 0,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,Budget,Revenue,Country,Genres,imdb_id,year
35,FALSE,/sO2VWeJ8qagNtYoznyLRL8TeSkw.jpg,"[12, 14, 9648]",675,en,Harry Potter and the Order of the Phoenix,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students to defend themselves against the dark arts.",145.398,/5aOyriWkPec0zUDxmHFP9qMmBaj.jpg,28-06-07,Harry Potter and the Order of the Phoenix,FALSE,7.7,17002,150000000,938212738,United Kingdom,Adventure,tt0373889,2021
36,FALSE,/1n00NlOGRFZVs8coBxyZLm5l4EC.jpg,"[28, 12, 878]",335988,en,Transformers: The Last Knight,"Autobots and Decepticons are at war, with humans on the sidelines. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth.",140.92,/s5HQf2Gb3lIO2cRcFwNL9sn1o1o.jpg,16-06-17,Transformers: The Last Knight,FALSE,6.1,5237,217000000,605425157,United States of America,Action,tt3371366,2021
37,FALSE,/6MKr3KgOLmzOP6MSuZERO41Lpkt.jpg,"[35, 80]",337404,en,Cruella,"In 1970s London amidst the punk rock revolution, a young grifter named Estella is determined to make a name for herself with her designs. She befriends a pair of young thieves who appreciate her appetite for mischief, and together they are able to build a life for themselves on the London streets. One day, Estella’s flair for fashion catches the eye of the Baroness von Hellman, a fashion legend who is devastatingly chic and terrifyingly haute. But their relationship sets in motion a course of events and revelations that will cause Estella to embrace her wicked side and become the raucous, fashionable and revenge-bent Cruella.",138.906,/wToO8opxkGwKgSfJ1JK8tGvkG6U.jpg,26-05-21,Cruella,FALSE,8.1,7709,200000000,233503234,United Kingdom,Comedy,tt3228774,2021
38,FALSE,/zxWAv1A34kdYslBi4ekMDtgIGUt.jpg,"[28, 12, 14]",566525,en,Shang-Chi and the Legend of the Ten Rings,Shang-Chi must confront the past he thought he left behind when he is drawn into the web of the mysterious Ten Rings organization.,136.543,/1BIoJGKbXjdFDAqUEiA2VHqkK1Z.jpg,01-09-21,Shang-Chi and the Legend of the Ten Rings,FALSE,7.6,7462,150000000,432243292,United States of America,Action,tt9376612,2021
40,FALSE,/7RyHsO4yDXtBv1zUU3mTpHeQ0d5.jpg,"[12, 878, 28]",299534,en,Avengers: Endgame,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",133.032,/or06FN3Dka5tukK1e9sl16pB3iy.jpg,24-04-19,Avengers: Endgame,FALSE,8.3,22188,356000000,2797800564,United States of America,Adventure,tt4154796,2021
42,FALSE,/askg3SMvhqEl4OL52YuvdtY40Yb.jpg,"[10751, 16, 14, 10402, 35, 12]",354912,en,Coco,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",132.402,/gGEsBPAijhVUFoiNpgZXqRVWJt2.jpg,27-10-17,Coco,FALSE,8.2,16560,175000000,800526015,Mexico,Family,tt2380307,2021
43,FALSE,/pcDc2WJAYGJTTvRSEIpRZwM3Ola.jpg,"[28, 12, 14, 878]",791373,en,Zack Snyder's Justice League,"Determined to ensure Superman's ultimate sacrifice was not in vain, Bruce Wayne aligns forces with Diana Prince with plans to recruit a team of metahumans to protect the world from an approaching threat of catastrophic proportions.",129.265,/tnAuB8q5vv7Ax9UAEje5Xi4BXik.jpg,18-03-21,Zack Snyder's Justice League,FALSE,8.2,8364,70000000,657900000,United States of America,Action,tt12361974,2021
46,FALSE,/lV3UFPPxDIPelh46G9oySXN9Mcz.jpg,"[10749, 18]",744275,en,After We Fell,"Just as Tessa's life begins to become unglued, nothing is what she thought it would be. Not her friends nor her family. The only person that she should be able to rely on is Hardin, who is furious when he discovers the massive secret that she's been keeping. Before Tessa makes the biggest decision of her life, everything changes because of revelations about her family.",122.138,/dU4HfnTEJDf9KvxGS9hgO7BVeju.jpg,01-09-21,After We Fell,FALSE,7.1,2012,14000000,21500000,France,Romance,tt13069986,2021
47,FALSE,/997ToEZvF2Obp9zNZbY5ELVnmrW.jpg,"[10749, 18]",537915,en,After,"Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.",121.893,/u3B2YKUjWABcxXZ6Nm9h10hLUbh.jpg,11-04-19,After,FALSE,7.2,7384,14000000,69497587,United States of America,Romance,tt4126476,2021
48,FALSE,/rshlQ6LfPRSWFhpGL4s5ZkIPR51.jpg,"[18, 36, 10752]",324786,en,Hacksaw Ridge,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.",120.614,/jhWbYeUNOA5zAb6ufK6pXQFXqTX.jpg,07-10-16,Hacksaw Ridge,FALSE,8.2,11669,40000000,175302354,Australia,Drama,tt2119532,2021
49,FALSE,/c6H7Z4u73ir3cIoCteuhJh7UCAR.jpg,"[878, 28, 12]",524434,en,Eternals,"The Eternals are a team of ancient aliens who have been living on Earth in secret for thousands of years. When an unexpected tragedy forces them out of the shadows, they are forced to reunite against mankind’s most ancient enemy, the Deviants.",117.661,/lFByFSLV5WDJEv3KabbdAF959F2.jpg,03-11-21,Eternals,FALSE,7,6563,200000000,402064899,Canada,Science Fiction,tt9032400,2021
50,FALSE,/9yBVqNruk6Ykrwc32qrK2TIE5xw.jpg,"[28, 14, 12]",460465,en,Mortal Kombat,"Washed-up MMA fighter Cole Young, unaware of his heritage, and hunted by Emperor Shang Tsung's best warrior, Sub-Zero, seeks out and trains with Earth's greatest champions as he prepares to stand against the enemies of Outworld in a high stakes battle for the universe.",116.292,/nkayOAUBUu4mMvyNf9iHSUiPjF1.jpg,07-04-21,Mortal Kombat,FALSE,7.1,4991,20000000,83601013,United States of America,Action,tt0293429,2021
51,FALSE,/1Wlwnhn5sXUIwlxpJgWszT622PS.jpg,"[10751, 12, 35, 14]",585245,en,Clifford the Big Red Dog,"As Emily struggles to fit in at home and at school, she discovers a small red puppy who is destined to become her best friend. When Clifford magically undergoes one heck of a growth spurt, becomes a gigantic dog and attracts the attention of a genetics company, Emily and her Uncle Casey have to fight the forces of greed as they go on the run across New York City. Along the way, Clifford affects the lives of everyone around him and teaches Emily and her uncle the true meaning of acceptance and unconditional love.",114.081,/oifhfVhUcuDjE61V5bS5dfShQrm.jpg,10-11-21,Clifford the Big Red Dog,FALSE,7.3,1460,64000000,67000000,Canada,Family,tt2397461,2021
53,FALSE,/inJjDhCjfhh3RtrJWBmmDqeuSYC.jpg,"[28, 14, 878]",399566,en,Godzilla vs. Kong,"In a time when monsters walk the Earth, humanity’s fight for its future sets Godzilla and Kong on a collision course that will see the two most powerful forces of nature on the planet collide in a spectacular battle for the ages.",111.757,/pgqgaUx1cJb5oZQQ5v0tNARCeBp.jpg,24-03-21,Godzilla vs. Kong,FALSE,7.7,8391,200000000,470067014,United States of America,Action,tt5034838,2021
54,FALSE,/620hnMVLu6RSZW6a5rwO8gqpt0t.jpg,"[16, 35, 10751, 14]",508943,en,Luca,Luca and his best friend Alberto experience an unforgettable summer on the Italian Riviera. But all the fun is threatened by a deeply-held secret: they are sea monsters from another world just below the water’s surface.,110.44,/8tABCBpzu3mZbzMB3sRzMEHEvJi.jpg,17-06-21,Luca,FALSE,7.9,6886,200000000,49010641,United States of America,Animation,tt12801262,2021
55,FALSE,/eNI7PtK6DEYgZmHWP9gQNuff8pv.jpg,"[878, 28, 12]",624860,en,The Matrix Resurrections,"Plagued by strange memories, Neo's life takes an unexpected turn when he finds himself back inside the Matrix.",109.752,/8c4a8kE7PizaGQQnditMmI1xbRp.jpg,16-12-21,The Matrix Resurrections,FALSE,6.6,4330,190000000,156497322,Germany,Science Fiction,tt10838180,2021
57,FALSE,/o76ZDm8PS9791XiuieNB93UZcRV.jpg,"[27, 878, 28]",460458,en,Resident Evil: Welcome to Raccoon City,"Once the booming home of pharmaceutical giant Umbrella Corporation, Raccoon City is now a dying Midwestern town. The company’s exodus left the city a wasteland…with great evil brewing below the surface. When that evil is unleashed, the townspeople are forever…changed…and a small group of survivors must work together to uncover the truth behind Umbrella and make it through the night.",108.133,/7uRbWOXxpWDMtnsd2PF3clu65jc.jpg,24-11-21,Resident Evil: Welcome to Raccoon City,FALSE,6.1,1889,40000000,38600612,Canada,Horror,tt6920084,2021
58,FALSE,/rAiYTfKGqDCRIIqo664sY9XZIvQ.jpg,"[12, 18, 878]",157336,en,Interstellar,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,106.593,/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg,05-11-14,Interstellar,FALSE,8.4,29905,165000000,701729206,United Kingdom,Adventure,tt0816692,2021
59,FALSE,/a17F3zXnmuwqxfiDa46mtlosjrv.jpg,"[16, 10751, 12, 35]",675445,en,PAW Patrol: The Movie,Ryder and the pups are called to Adventure City to stop Mayor Humdinger from turning the bustling metropolis into a state of chaos.,106.312,/ic0intvXZSfBlYPIvWXpU1ivUCO.jpg,09-08-21,PAW Patrol: The Movie,FALSE,7.5,1055,26000000,144327371,United States of America,Animation,tt11832046,2021
60,FALSE,/3WjbxaqYB4vAbdUfdr5vbglD2JZ.jpg,"[18, 10749]",597,en,Titanic,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",106.109,/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg,18-11-97,Titanic,FALSE,7.9,21859,200000000,2187463944,United States of America,Drama,tt0120338,2021
61,FALSE,/keIxh0wPr2Ymj0Btjh4gW7JJ89e.jpg,"[28, 12, 878]",497698,en,Black Widow,"Natasha Romanoff, also known as Black Widow, confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises. Pursued by a force that will stop at nothing to bring her down, Natasha must deal with her history as a spy and the broken relationships left in her wake long before she became an Avenger.",104.767,/ytnhzdwtj0YfC5NVWrrPRGSGZb7.jpg,07-07-21,Black Widow,FALSE,7.4,8387,200000000,379751655,United States of America,Action,tt3480822,2021
63,FALSE,/4OTYefcAlaShn6TGVK33UxLW9R7.jpg,"[28, 12, 53, 10752, 9648]",476669,en,The King's Man,"As a collection of history's worst tyrants and criminal masterminds gather to plot a war to wipe out millions, one man must race against time to stop them.",101.843,/nj5HmHRZsrYQEYYXyAusFv35erP.jpg,22-12-21,The King's Man,FALSE,6.8,3360,100000000,125928656,United Kingdom,Action,tt6856242,2021
