,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,budget ,revenue,Country,Genre
0,FALSE,/dngC8UlsqaHeq6hKnwPy81YZ9G6.jpg,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",https://www.zee5.com/movies/details/tadka/0-0-1z5246147,449627,tt5705876,hi,तड़का,"A middle-aged Tukaram is passionate about food and archaeology but it’s a misplaced call from Madhura that adds the tadka to his life. While love simmers, Nicole and Sidharth’s story spices up too.",3.974,/7cE9ZPnIJmct8URu61j19OTASNY.jpg,"[{'id': 24940, 'logo_path': None, 'name': 'Prakash Raj Productions', 'origin_country': ''}, {'id': 86347, 'logo_path': '/ir79iQBhrXk9PJ5Pr9vlLjM4viO.png', 'name': 'Zee Studios', 'origin_country': 'IN'}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",04-11-22,0,115,"[{'english_name': 'Hindi', 'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,Love is cooking,Tadka,FALSE,7,1,50000,2000000,India,Comedy
